customer_id,age,gender,annual_income,purchase_amount,purchase_date,city,product_category,rating,loyalty_member
3047.0,60,female,34690,3690.31555586641,2022-12-23,Delhi,Electronics,1.0,No
3747.0,48,Female,59107,725.6688066757147,06-19-2020,mumbai,home,2.6,Yes
1975.0,44,F,77888,409.6598827924245,2018-08-02,Chennai,Electronics,2.1/5,Yes
2806.0,49,F,"30,956",3655.3553330412715,2018-03-09,Hyderabad,Clothing,4.1,N
1189.0,27,M,106839 USD,1669.4891325110207,29/01/2020,,Home,3.0,Yes
3734.0,20,,76227,3623.2452414341997,,Delhi,,3.6,0
4005.0,62,,56533 USD,3210.8896531377763,2018-11-23,Bangalore,Clothing,,0
5658.0,44,,"115,210",3845.0051040869657,,Bangalore,Home,4.4,0
2899.0,52,Male,"143,538",1334.1023466602007,2020-11-06,Hyderabad,Home,3.4,No
2267.0,48,F,"76,234",1352.3795169096352,07/06/2019,Delhi,electronics,1.2/5,Yes
2528.0,32,Female,"121,131",1811.2373741062156,2023-01-19,Chennai,,1.6,
4202.0,33,F,,1297.2744898974047,2021-08-22,Hyderabad,electronics,2.9,0
4556.0,30,female,76901,170.3330219184961,2021-11-16,Bangalore,,1.1/5,Yes
4890.0,66,,31519 USD,2026.9187495915364,2020-09-14,,Clothing,3.6/5,N
1646.0,52,,$51115,3552.0506634875032,2021-02-21,Hyderabad,electronics,2.2/5,1
3888.0,69,male,86266,1699.0444342606509,30/09/2020,,,1.7,0
6393.0,28,M,21832 USD,1739.7357554963323,2019-05-19,Chennai,Home,4.1,No
3435.0,38,Male,$61368,342.59246766892363,2021-06-02,Mumbai,Clothing,2.5,N
1600.0,68,female,108425 USD,143.9711927341751,2020-01-26,,electronics,1.0,Yes
3363.0,N/A,,133922 USD,4188.263894784344,2021-09-03,,Electronics,4.9,0
3061.0,28,female,$125474,4445.045965913925,18/04/2019,Kolkata,,3.4/5,No
1241.0,47,female,"89,715",1764.0226446064173,2023-02-11,Kolkata,,3.4,
3041.0,65,,91835,4472.470766231554,30/03/2023,mumbai,home,1.6,Y
3824.0,unknown,female,$93366,23.01124232924234,05-07-2020,Kolkata,Electronics,2.2,0
3612.0,52,Female,129743 USD,768.0111944348087,25/06/2019,Mumbai,Clothing,2.8,
2363.0,39,M,"57,570",457.65976650463983,13/10/2021,Chennai,electronics,1.8,
6486.0,55,,107977 USD,2128.94065788785,2022-02-15,mumbai,Home,3.2/5,0
2478.0,48,female,26615,28.028533345850946,05-18-2020,Delhi,electronics,3.4,Yes
3556.0,31,female,92298 USD,1756.6941179159053,2020-05-27,,Clothing,1.9,1
1775.0,41,F,"58,311",4918.4674127583285,28/07/2020,Hyderabad,Clothing,,Yes
5014.0,67,M,110245 USD,3371.9654654753435,2020-05-26,Chennai,Clothing,1.1,1
1034.0,66,Male,"123,187",2491.931910602289,12-23-2021,Mumbai,Clothing,2.6,Y
4152.0,49,M,43434 USD,2616.0301165402575,03-07-2020,,,3.1/5,N
2955.0,53,M,$106879,2671.7028019760073,2022-03-01,mumbai,electronics,4.1,N
2585.0,49,,35739,2795.126052080682,04-17-2019,,Electronics,4.2,
4943.0,32,,86202 USD,4690.982257560002,2022-05-14,Kolkata,Home,,0
4073.0,60,,118580 USD,2059.439885557658,,Kolkata,Home,1.5,N
2021.0,52,male,113419 USD,2408.2974607470533,04-17-2020,Chennai,home,3.7,No
4461.0,20,M,99599,853.4972066491297,2023-03-03,,,4.7,1
3613.0,33,male,$53649,183.5770544850829,08-16-2021,Kolkata,,4.5,Yes
6225.0,22,female,$120364,4902.491262564341,2022-10-28,Kolkata,Clothing,1.6,No
4843.0,38,,$67445,2012.9716104003444,2022-08-27,,Clothing,1.4,No
2500.0,27,female,$136770,2842.0035744170377,03-25-2018,Chennai,,3.7,Yes
5798.0,36,,$59470,3936.0925833046394,01-12-2019,Chennai,Electronics,3.9,Y
,,Female,94965,1910.9193557422973,29/08/2021,mumbai,Clothing,3.7,
1161.0,21,male,145332,1108.2742509686088,07-11-2022,Mumbai,home,2.2,N
5297.0,46,male,68621,,09-05-2021,Mumbai,home,3.0,Y
2981.0,36,Male,$149681,1073.5541504892108,23/07/2018,Kolkata,Electronics,3.2/5,Y
1995.0,60,F,$52926,2783.7967710185612,10-10-2021,mumbai,,2.3,N
5911.0,19,M,149979 USD,3135.982347458276,10-05-2020,Chennai,,4.1,Y
4342.0,27,Male,134300,266.9864943326802,2021-08-10,Chennai,electronics,3.5,No
5551.0,60,male,"57,997",299.4132857405725,2019-05-19,Kolkata,electronics,1.6,
4798.0,42,Male,79940,2562.665420631368,03-14-2021,Delhi,Home,3.8,Yes
2275.0,37,Female,60724 USD,4131.058471001171,2019-06-23,Bangalore,Electronics,1.6,0
2016.0,65,F,"117,805",3670.456181148178,17/01/2018,Hyderabad,electronics,1.4,No
1337.0,36,male,51704 USD,648.9951410994333,07-29-2019,Hyderabad,Home,2.8,0
1878.0,40,male,142202 USD,-500,2022-12-08,,home,2.2,No
2076.0,41,M,"48,391",1237.0306882971404,30/07/2019,Kolkata,,2.7,1
5887.0,28,,83291 USD,4155.877883284173,2020-10-11,mumbai,Clothing,4.6,N
,63,F,$109723,3316.290489226005,2020-11-28,,Clothing,4.5,N
5859.0,51,Female,"130,870",749.0735151962248,2018-05-10,Hyderabad,home,2.8/5,0
1379.0,,female,22526 USD,1691.9860968320102,2018-04-25,Mumbai,Electronics,2.2,No
1492.0,22,Male,44686,976.2307926472668,01-13-2022,,,3.7,N
6276.0,22,M,"93,339",601.6814308743428,08-07-2020,,Clothing,2.7/5,1
3062.0,68,male,118204,603.0072806258576,2023-05-03,mumbai,Clothing,2.8,0
4884.0,38,female,26574 USD,2616.172141581841,2020-12-04,,Home,1.5,Yes
1064.0,29,Female,28733,344.1990929566347,,Mumbai,Home,3.7,Y
3568.0,67,F,70290,2610.2990513295313,2022-06-12,Delhi,Home,2.8,
6463.0,21,Male,92793,3967.377987308703,2020-04-27,Kolkata,electronics,2.0/5,N
6248.0,N/A,M,"56,051",836.1619402759167,2021-12-09,Mumbai,home,3.2/5,No
3027.0,66,male,$35909,4433.360606872314,2019-11-20,Kolkata,Electronics,,N
3695.0,59,male,109682,3010.1679292149365,,Kolkata,Home,1.7/5,No
2495.0,37,female,$97338,,09-22-2018,,Electronics,4.6/5,0
6258.0,55,female,"93,432",4120.814504182951,2023-05-01,mumbai,Home,4.4,0
6618.0,42,Male,147335 USD,221.96904549268672,03/01/2022,Chennai,Clothing,4.1,Y
1391.0,31,F,$48133,,09/09/2019,Bangalore,Electronics,4.3/5,N
6794.0,28,Female,71571 USD,4390.442310870374,2021-11-05,Bangalore,electronics,3.2,Y
,49,,"99,062",3635.0930020441992,2023-02-13,Kolkata,Home,4.7,No
5474.0,28,F,$70908,4692.697215364069,28/10/2018,Bangalore,,4.4,1
6892.0,35,F,"31,278",1611.8570852038818,11/09/2020,Bangalore,home,1.3,1
4561.0,44,F,131546 USD,-500,,Hyderabad,Clothing,3.1,
3278.0,N/A,,$71458,1049.5513194629268,2022-07-02,mumbai,Home,2.6,Yes
4099.0,,Male,84265 USD,3833.4518618401903,02-10-2019,Hyderabad,Electronics,2.5,No
1200.0,40,,76782 USD,1915.4055466278444,10/10/2021,Chennai,Home,2.3,No
6959.0,28,Male,"75,415",2059.274478930675,06-10-2018,Delhi,Clothing,1.7,No
5875.0,38,,"111,087",-500,2022-12-24,mumbai,home,3.4,0
4104.0,61,Female,"74,160",3816.5387922596456,2022-04-25,Mumbai,home,4.0,0
5598.0,22,F,$74399,635.6523310956377,26/01/2018,,home,3.7,1
3454.0,40,Male,45298 USD,3692.1711677882954,2018-03-24,,,1.4,1
4645.0,58,,120874,1130.5974101909896,2018-06-22,,Clothing,,
6847.0,42,Female,42191,3580.1302072454846,25/09/2020,Mumbai,,2.8/5,
1804.0,58,,"76,964",4569.541018798611,05/09/2022,Hyderabad,,2.3,1
3731.0,N/A,male,,4372.742414604063,2020-03-04,Kolkata,Home,4.8,N
6991.0,,Female,$109407,2151.197939593092,2020-12-29,Bangalore,Clothing,2.2,N
3773.0,,F,$95257,2630.068712251571,2020-04-14,Chennai,Clothing,4.1,1
2570.0,36,M,123949 USD,3612.1025570760526,06/01/2018,Delhi,Home,,Y
6056.0,18,F,"82,513",1891.4071289979618,03-06-2020,Hyderabad,electronics,2.4,N
6581.0,24,M,"71,097",2724.428159092632,05-03-2021,Kolkata,,4.2,0
3690.0,21,,50279 USD,4676.998111283849,2019-06-09,Chennai,home,4.3,N
4840.0,18,male,34404 USD,1453.9967233509199,2018-03-04,,Electronics,3.5,N
2028.0,32,male,90022 USD,-500,02/11/2020,Kolkata,,2.4,N
1502.0,57,Male,$55198,651.6481965270542,2020-01-31,Chennai,Electronics,3.4,
5493.0,29,male,114223,4158.640296924725,07-24-2018,Hyderabad,Home,1.2/5,
1870.0,39,female,$138198,1616.9407078176805,2020-06-15,Chennai,Electronics,4.9/5,Yes
5488.0,39,Female,$69997,3926.037770833205,24/11/2022,,electronics,3.9,N
1206.0,67,Male,98692,1249.5439701818057,2018-02-09,Bangalore,Clothing,3.1,Y
6134.0,64,male,$20567,2476.429063416562,2021-04-03,Chennai,home,3.4,
6977.0,34,Female,$81032,3464.75746289952,2020-11-20,Delhi,Electronics,4.8,Yes
2484.0,46,F,22179 USD,2215.8829448671727,2022-04-02,Chennai,Electronics,4.9,
1863.0,63,male,"22,019",2156.8402319763895,2022-07-31,mumbai,Home,4.2,0
3790.0,31,,101455,2562.665420631368,26/05/2020,Mumbai,Home,,N
1563.0,67,M,$105239,3766.4366767652386,2023-01-30,mumbai,Clothing,1.3,No
6116.0,37,Female,,2280.897433870975,2020-04-04,Chennai,home,4.6,Yes
5191.0,67,Male,$38030,300.6065357262845,,,Electronics,1.9/5,
2757.0,65,F,146883 USD,2020.3000383590193,28/08/2022,Kolkata,Clothing,3.5,0
2678.0,50,female,89445,3725.757573762579,02/02/2019,,home,4.8/5,N
4242.0,60,F,$93551,4318.092071570073,2022-01-22,,Clothing,2.4/5,Y
5636.0,32,male,$23420,1652.3045769510568,12-22-2022,Hyderabad,Electronics,4.1/5,1
2059.0,29,M,$79875,3392.5868711386393,2021-05-31,Mumbai,Home,2.3,0
6279.0,57,F,67653 USD,323.86230545822735,2019-09-26,Hyderabad,Home,4.0,
2722.0,N/A,female,36740,3142.7152520381583,2021-01-06,Kolkata,Home,2.1,No
4314.0,37,,"85,263",4295.28867329004,2023-01-23,,electronics,4.8,Y
4157.0,47,Male,"125,789",4933.327211870059,2020-04-18,Bangalore,Clothing,4.0/5,0
6915.0,55,Female,"115,864",1240.116458804478,2019-08-23,Delhi,Electronics,3.5,Yes
3625.0,20,M,84559 USD,3926.4200246553846,09-17-2019,Mumbai,Clothing,2.6,Y
3729.0,45,female,39465,3987.4132647481542,06-24-2022,Kolkata,,,N
2597.0,43,male,$71432,4084.1556563652744,2023-05-16,,,4.7,
4060.0,,male,"24,131",2828.5770600635865,07-26-2020,Kolkata,,3.8,0
3693.0,30,male,30652,3725.757573762579,13/01/2023,,Clothing,4.9,0
5891.0,30,M,$84973,2507.1119857263434,,Bangalore,home,2.6,No
6147.0,19,F,"107,043",2895.755071058196,2021-12-22,Chennai,,4.7,0
6739.0,54,M,"67,147",1030.5067490742144,01/03/2019,Mumbai,,4.3/5,
4627.0,66,male,"67,671",4160.895435197987,01-22-2019,Bangalore,Clothing,1.8,Y
2363.0,55,,$134217,1958.2123977075198,16/06/2021,mumbai,electronics,1.8,0
2981.0,19,female,$109342,1657.759560263468,2020-09-30,mumbai,electronics,1.9,Y
6450.0,53,Female,"39,171",4863.166304120785,2020-05-07,Hyderabad,Home,1.3,1
2663.0,N/A,Female,"106,129",810.31682787992,2019-09-15,,Electronics,2.0,
2529.0,43,M,"148,748",3366.835507168983,2018-03-31,Bangalore,home,4.2,1
3038.0,28,male,75692 USD,3128.3321483085365,01-20-2019,Hyderabad,Electronics,4.7,N
6592.0,25,Male,78541,2026.9187495915364,2023-06-22,mumbai,Electronics,2.8,Yes
4302.0,61,,29470,1053.3333623720628,2021-03-08,mumbai,home,2.3/5,Yes
3237.0,57,M,135153 USD,1333.9800700399967,23/09/2020,Hyderabad,electronics,2.1,No
6504.0,60,male,,773.9814989460117,2019-10-09,Kolkata,,1.1,
6496.0,39,F,$64308,4968.509070822848,03-28-2022,Bangalore,Home,4.4,N
2306.0,37,Female,"70,639",801.1942817753937,21/06/2021,Kolkata,Clothing,4.2,Yes
5029.0,25,Female,41326,2803.336416786246,2022-03-09,mumbai,electronics,2.3/5,0
3675.0,,,"24,597",896.5029801856662,02-26-2019,Kolkata,Home,2.2,Y
6068.0,57,Female,"122,840",3079.985219838697,2021-04-20,,,3.0/5,N
6864.0,43,Male,50788 USD,4297.270084233968,05-03-2021,Delhi,electronics,1.6/5,Y
2282.0,47,male,"85,020",507.31145164164843,2020-05-23,Delhi,home,4.8/5,No
1709.0,34,male,69477 USD,2116.5542729881254,16/07/2022,Kolkata,Electronics,4.0,
6575.0,37,,$128261,2941.906445909534,22/02/2018,Kolkata,home,4.0/5,0
6530.0,69,male,"122,466",4501.147556968241,12/09/2020,,,4.7,N
5744.0,33,,"53,071",2310.1680154247815,10/10/2020,Hyderabad,Clothing,2.1/5,0
5413.0,63,male,$90603,4211.372687547559,2023-05-06,Kolkata,home,3.5,0
,60,Male,,445.2484528201965,2023-03-07,Mumbai,,2.0/5,
6353.0,24,female,90560 USD,4561.218547176873,2019-11-16,Bangalore,Electronics,4.5/5,
5779.0,33,M,$93251,4131.058471001171,2018-06-28,Mumbai,electronics,2.3,No
1663.0,62,M,$144320,4102.895014002517,20/10/2018,Delhi,Home,4.1,
2998.0,64,male,77492 USD,3357.985139755903,2019-01-10,Mumbai,,3.3,1
4445.0,65,F,51770,4637.389749718316,2020-12-18,Chennai,,3.2,No
4743.0,44,Female,96762 USD,2885.6401604856346,,Chennai,Clothing,3.9/5,0
6727.0,unknown,Male,55399 USD,4788.060866776124,2023-04-22,Delhi,electronics,2.1,1
2495.0,40,F,$141079,4131.058471001171,2022-11-28,Mumbai,,1.6,N
4304.0,41,F,,164.17664163086377,06-22-2021,,,3.5,
4763.0,26,male,"133,341",1328.6567904697818,03-18-2021,,Home,4.6,Y
6232.0,52,Male,77439 USD,1846.427132501736,2020-03-06,,Electronics,1.9,Y
2853.0,68,M,"64,415",625.1991326369896,2021-10-23,Chennai,home,4.7,No
6616.0,37,,$32569,,2018-01-16,Delhi,electronics,3.3/5,N
5659.0,54,M,,4948.974334243647,06-25-2018,Mumbai,Home,1.9/5,N
2291.0,,F,"129,963",1364.3608875231657,04-13-2022,Mumbai,Home,3.0,1
4581.0,34,Female,$117557,1163.3430093939305,11-30-2021,Mumbai,home,3.6,N
4457.0,64,female,"20,528",3622.7593718566172,30/01/2022,Hyderabad,electronics,1.1,
2636.0,48,F,,964.4821496055183,03-19-2023,Mumbai,electronics,4.8/5,N
4696.0,25,M,50314 USD,716.5968523088121,2018-05-09,Kolkata,Electronics,3.9,1
3999.0,32,M,122979 USD,4821.458797191775,2021-05-31,Chennai,,3.9,N
4152.0,48,male,$38047,3694.389467514331,06-02-2020,mumbai,,2.6,N
1698.0,unknown,M,"39,748",2887.054177478808,06-21-2021,Chennai,home,1.8,Y
3160.0,47,Male,$55109,4311.101016989146,02/03/2019,Hyderabad,electronics,3.0,N
5097.0,63,F,"33,919",4871.130798206897,2018-12-20,Chennai,Electronics,4.6/5,No
5737.0,37,,67498,4630.697754260078,2020-01-20,Chennai,Home,2.1,
6685.0,56,,$75808,4581.584490270816,01-14-2020,Delhi,,2.2,1
1854.0,unknown,Female,$100792,2689.675337555951,09-11-2021,mumbai,electronics,4.3,1
6855.0,29,M,"90,441",875.2125113982355,2022-06-16,mumbai,home,1.4,1
4474.0,66,male,133843,3389.0427535976405,23/10/2020,Mumbai,electronics,2.4/5,N
6757.0,34,male,133559,4204.057616994577,2019-04-24,Kolkata,Clothing,2.0,No
6249.0,59,M,94420 USD,4569.541018798611,02/09/2020,Kolkata,Electronics,2.1,
6172.0,47,Male,"48,906",4223.670906029046,09/01/2021,Delhi,Home,3.0,0
2707.0,46,male,"127,447",4239.749281793693,2018-02-13,Kolkata,Clothing,3.8/5,0
3777.0,36,,$91486,3965.57524830098,2018-06-04,Delhi,home,1.6/5,1
6791.0,63,Female,86896,3577.8598247994646,2020-08-04,mumbai,electronics,3.0/5,Yes
2733.0,28,F,$123431,2574.466752578189,09/04/2022,mumbai,Electronics,2.5,0
6535.0,51,female,41946 USD,391.197163488877,24/04/2023,,,1.7/5,0
5931.0,5,Male,67020,38.117451708531405,,mumbai,electronics,4.2/5,Y
4510.0,24,male,94266 USD,224.2514127899082,2018-04-09,,electronics,1.3,Yes
1202.0,61,F,143699 USD,4189.22138367022,21/11/2021,Chennai,,3.7,Yes
4255.0,51,female,$42161,4029.3139360523255,19/03/2023,mumbai,,1.5,1
5218.0,37,M,47738 USD,1831.757349836547,20/06/2018,,electronics,2.5,
5496.0,67,M,23925 USD,1833.3187477292174,2018-05-28,Bangalore,Electronics,3.7,
1766.0,55,Female,"28,463",154.61314534738142,05-03-2018,Mumbai,,3.8,Yes
5389.0,41,female,"77,153",3625.8080124741505,2018-04-22,Bangalore,,3.1,Yes
3327.0,27,M,"102,948",2478.9364489335744,10-19-2020,Chennai,Clothing,4.9,0
3931.0,49,,$81009,4841.4932663955915,10-08-2020,Hyderabad,home,2.7/5,No
1197.0,69,,"107,938",2491.931910602289,27/02/2021,,,1.5,Y
2930.0,32,male,$119546,4076.186404677577,09/03/2018,,Clothing,3.0,N
4582.0,54,Female,111253,924.3212865233563,,Kolkata,Electronics,1.3,1
1608.0,37,F,"61,552",4003.1687275264817,04-07-2020,Kolkata,home,1.0,0
4272.0,20,,76271,1085.2732534954937,2022-10-19,Chennai,,3.5,
2147.0,54,,"29,797",3923.9760877514186,04-08-2023,Kolkata,Home,1.5/5,1
5282.0,57,Male,$106130,1811.2373741062156,2020-06-10,Chennai,Clothing,2.3,Yes
4397.0,25,Male,91942 USD,2214.564487308601,20/06/2022,,Electronics,3.2/5,N
3511.0,57,F,138065 USD,2063.4908849767626,2022-08-08,Bangalore,Electronics,2.3/5,0
2794.0,61,female,$33965,736.9558113735482,04-05-2023,Hyderabad,Electronics,4.7,N
1659.0,40,Female,33733 USD,1059.3111355665883,04-18-2022,Delhi,home,1.9,N
3811.0,57,,"73,223",3434.3871799289614,2021-08-02,Kolkata,electronics,3.4,1
2369.0,28,male,147182,1746.2747985406522,2020-10-25,Hyderabad,Home,1.7,1
2986.0,63,,"146,574",1744.3457629970885,2021-02-15,Hyderabad,home,1.8,
6630.0,25,Male,"46,926",4335.26656358389,,Hyderabad,,1.2/5,0
1146.0,46,Male,48783 USD,4457.804588351318,2018-08-18,Mumbai,,2.1,0
4219.0,47,F,,4306.664905175781,09/06/2018,Hyderabad,Clothing,2.2/5,
3911.0,27,female,56394,3635.0930020441992,10/08/2021,mumbai,Home,3.1,
2734.0,56,female,$128378,1941.1253056790013,11-20-2022,Chennai,Electronics,4.1,
2843.0,45,F,,151.33854415966806,12-14-2022,Mumbai,home,2.6,No
1488.0,66,,"48,287",230.7789023988635,2018-07-05,mumbai,Home,3.3,1
3976.0,53,Male,"102,104",603.0072806258576,2020-10-10,Mumbai,Clothing,4.3,1
2959.0,30,,50436,2189.521636276076,05-26-2020,Hyderabad,electronics,5.0/5,No
6759.0,49,,"106,916",650.5782686775076,2019-07-06,Kolkata,Home,5.0,1
3385.0,53,Female,110332,4029.3139360523255,2021-06-01,Kolkata,Electronics,1.6,Yes
3919.0,54,Male,93567,779.5714682070031,2021-03-21,Kolkata,home,4.1,Yes
5736.0,43,female,107483 USD,2125.4469069089714,03-09-2021,Kolkata,electronics,2.2,
,39,male,"23,188",4952.103657565176,2021-10-22,Chennai,Clothing,4.4,No
6534.0,21,,111205,4117.246945675212,2021-02-25,,Electronics,1.1/5,0
5061.0,48,Male,"121,249",4260.89362440063,10-06-2021,Kolkata,electronics,3.4,
4369.0,35,,117349,4778.786624295381,2018-05-27,Delhi,,,Yes
6730.0,55,Female,26765,3646.2663185979955,01/08/2021,Hyderabad,,3.7/5,N
1262.0,41,M,"71,626",1229.752835398749,2022-02-01,Mumbai,Clothing,1.5,1
6883.0,,Male,$108707,3536.3516415685667,2021-05-26,Delhi,Electronics,3.9,Y
1623.0,39,F,$30807,4902.491262564341,2019-03-12,Kolkata,home,3.0,Y
2016.0,19,M,30204,468.2482061972505,,Delhi,Clothing,3.7,No
4643.0,48,,$112602,4669.38354915679,14/03/2021,Mumbai,,2.6,Y
5976.0,28,F,$77944,942.0187601139896,02-08-2023,Kolkata,Electronics,3.0/5,N
3049.0,45,F,62120,3328.5084908936356,2021-07-24,Delhi,,,Y
,,F,$122903,4608.791982290608,2022-11-13,Chennai,,3.7,Yes
4723.0,49,Male,"42,658",4615.774188555518,03-01-2018,Chennai,Home,1.5,No
5548.0,22,female,57081 USD,2515.720778658556,22/06/2022,Hyderabad,Electronics,2.5,0
4108.0,55,,$145615,2064.820818646706,04-22-2020,,electronics,2.7,Y
,27,M,$54986,3144.9147758457893,10-30-2021,Hyderabad,,2.1,1
5090.0,57,Female,"99,322",3603.1900217832313,02-08-2019,,Home,1.4,
3056.0,63,female,114819,558.7963864694315,2020-05-30,Delhi,electronics,1.5,
4170.0,41,,70304,2274.5414094846087,2022-09-13,Mumbai,Electronics,1.5/5,No
2682.0,52,Male,85592 USD,2145.65099934083,11/02/2021,Chennai,,4.5,N
3255.0,61,F,78548,4932.868358880852,27/02/2022,Bangalore,,4.7,Yes
2154.0,65,Female,"130,837",4771.1117092573,2019-09-07,,,4.4,
5499.0,,,$118447,3632.209366312341,2018-12-02,Hyderabad,,2.9/5,Y
4191.0,34,M,"59,986",1786.9684385996077,10/04/2020,mumbai,Electronics,2.3,Yes
2696.0,18,,"94,095",1958.9661441864193,2022-05-12,Chennai,electronics,4.6,N
4991.0,48,female,"111,594",1622.9941321267636,12/10/2018,,Home,2.8,
5723.0,48,male,108281 USD,4458.780556760581,05-09-2018,Kolkata,Home,4.9/5,0
5682.0,59,female,$86151,638.2309029432081,03-31-2023,Delhi,home,4.5,Y
2648.0,59,,93598 USD,1073.5541504892108,11-11-2018,mumbai,Home,1.3/5,0
,unknown,Female,"48,214",2402.6083496430933,08-17-2020,,Home,4.1,0
2445.0,51,,"129,824",3627.6043163282006,10/06/2022,Chennai,electronics,1.1/5,No
5199.0,26,,58745,,02/10/2022,Chennai,Clothing,2.2,0
4923.0,39,Male,129723,2113.882292631704,2018-03-12,,Clothing,1.3/5,No
1253.0,30,M,"62,548",2865.494545882572,12-11-2018,Hyderabad,electronics,2.0/5,0
4183.0,42,Female,$30681,2402.6083496430933,26/01/2021,Hyderabad,Home,4.3/5,
3557.0,65,,26984 USD,2407.1814701295775,2021-08-16,Bangalore,Electronics,2.9,1
6592.0,35,F,$47579,4447.2407023804735,25/06/2018,,,4.7,N
1098.0,68,M,"110,810",3945.983439513395,2022-11-04,Bangalore,,3.9/5,Y
3200.0,29,female,123275 USD,487.88175213613846,2020-06-02,Hyderabad,Clothing,1.8/5,Yes
6980.0,57,Female,$74933,4998.351519183939,2021-01-03,Hyderabad,electronics,3.7,
3961.0,34,female,47399,2697.1592763404265,2018-05-23,,Electronics,2.1,Yes
5973.0,32,,51481,454.7920319298344,2020-07-19,mumbai,Home,2.1,Y
5433.0,120,female,20944 USD,3878.73711180354,,,,,N
4777.0,,female,"113,993",1021.0679074351401,,Hyderabad,Clothing,1.8,N
3869.0,32,Male,$29114,1788.4035709794691,2020-12-04,Hyderabad,Electronics,1.9/5,0
4234.0,56,female,"59,846",1267.5082993448004,2022-02-01,Chennai,Electronics,2.3,Yes
4791.0,30,F,"103,666",4702.912958954553,02/04/2018,Bangalore,Clothing,4.9/5,Y
1956.0,34,F,97848 USD,,16/07/2021,Delhi,Electronics,4.9/5,0
,49,M,$145733,4060.3026593156096,03/02/2018,,,5.0,Y
5067.0,26,,52596 USD,4529.917886995826,11-09-2019,Mumbai,Clothing,2.7,Yes
1160.0,57,male,124087,4837.334134873797,05-25-2022,Delhi,,4.8,Y
6699.0,37,female,"95,287",2673.5120127358005,2021-10-19,,electronics,3.4/5,Y
5493.0,43,female,$26907,3883.6455034512815,28/09/2022,Kolkata,home,3.4,0
2300.0,44,Female,143963,3179.151682047788,02/03/2021,,Home,1.2,No
5911.0,38,Male,$48114,557.2225098708751,01-29-2020,Mumbai,electronics,4.9,No
4987.0,35,male,45009 USD,1560.2358445006137,2019-01-17,Chennai,,1.9/5,1
2527.0,30,M,$104846,718.0069449689479,31/08/2022,Kolkata,Home,2.5,0
6511.0,33,male,70241 USD,4206.215224003358,2020-08-23,Bangalore,Home,2.2/5,1
6254.0,26,female,55725,2568.608237836537,2021-07-24,Mumbai,,,N
2218.0,29,Female,38996 USD,1003.0982831547856,25/03/2021,Hyderabad,,1.3,No
5496.0,61,,"26,047",3542.8227019016076,2019-01-22,Kolkata,Clothing,2.0/5,No
